SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No,CompanyName,ResponsibleName
FGS-08,EL,SS-FECP-01,PANEL(EL)(2),B,Tag Panel Shall Be Installed.,PL-24897,نیرو آرا اندیش,پانچ|هولد کیسون
LS-01,EL,SS-LP-01,PANEL(EL),A,نصب پنل,PL-51350,نیرو آرا اندیش,پانچ|هولد مدارک
ES-01,EL,SS-L-PRO(ES-01),Lightning Protection,B,BOlt & nut Connection Of Lightning Shall Be Install.,PL-21885,نیرو آرا اندیش,پانچ|هولد کیسون
LS-01,EL,SS-MLP-01,PANEL(EL),C,GREASE DOOR SHALL BE DONE.,PL-32629,نیرو آرا اندیش,پانچ|هولد مدارک
120-16,EL,SS-NGR1A-01,Natural Ground Resistance,A,TEST HI-POT AND MEGGER CABLE SHALL BE DONE.,PL-08966,نیرو آرا اندیش,پانچ|هولد مدارک
LS-01,EL,SS-PRB-01,PANEL(EL),A,نصب پنل,PL-51351,نیرو آرا اندیش,پانچ|هولد مدارک
120-16,EL,SS-TR1A-01,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-08946,نیرو آرا اندیش,پانچ|هولد مدارک
120-16,EL,SS-TR1A-01,TRANSFORMER(B),A,HI-POT TEST (CABLE) SHALL BE DONE.,PL-08948,نیرو آرا اندیش,پانچ|هولد مدارک
120-16,EL,SS-TR1A-01,TRANSFORMER(B),A,AIR TUBE BOX MUST BE INSTALLED.,PL-08954,نیرو آرا اندیش,پانچ|هولد مدارک
120-16,EL,SS-TR1A-01,TRANSFORMER(B),A,Termination trans shall be done.,PL-05701,نیرو آرا اندیش,پانچ|هولد مدارک
120-16,EL,SS-TR1A-01,TRANSFORMER(B),A,Close installed outlet caps of the trans.,PL-05703,نیرو آرا اندیش,پانچ|هولد کیسون
120-17,EL,SS-TR2A-01,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09787,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-01,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09790,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-02,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09775,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-03,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09791,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-03,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09794,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-04,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09803,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-04,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09806,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-05,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09807,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2A-05,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09810,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-01,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09783,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-01,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09786,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-03,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09795,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-03,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09798,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-04,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09799,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-04,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09802,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-05,TRANSFORMER(B),A,NITROJEN GAS IS NOT COMPLETE.,PL-09811,نیرو آرا اندیش,پانچ|هولد مدارک
120-17,EL,SS-TR2B-05,TRANSFORMER(B),A,BUS DUCT IS NOT COMPLETE.,PL-09814,نیرو آرا اندیش,پانچ|هولد مدارک
120-11,EL,SS-UPS-01,UPS & Battery,A,Charger and Inverter Operates in Accordance with Maufacture's Recommendations.,PL-05691,نیرو آرا اندیش,پانچ|هولد مدارک
120-11,EL,SS-UPS-01,UPS & Battery,A,Current Output| Voltage and Operation of Control Components Checked.(Circuit Check),PL-05692,نیرو آرا اندیش,پانچ|هولد کیسون
120-01,EL,SWB2A-01,MV Switchgear,A,Heater of cell 37 is break|shall be repaired.,PL-11000,نیرو آرا اندیش,پانچ|هولد کیسون
120-04,EL,SWB3A-03,LV Switchgear,A,Micro switch is broken need repaired.(5005 A-13),PL-11145,نیرو آرا اندیش,پانچ|هولد کیسون
120-04,EL,SWB3B-03,LV Switchgear,A,CT(MAE-5006-02) not installed.(missing),PL-11167,نیرو آرا اندیش,پانچ|هولد کیسون
120-06,EL,SWB3B-05,LV Switchgear,A,Contractor is missing .(k1-ss-swb36-05),PL-11038,نیرو آرا اندیش,پانچ|هولد کیسون
5000-02,MES,T-5002,Tower(T),C,SOME POINT NEED TOUCH UP,PL-02661,کیسون,پانچ|هولد کیسون
5000-02,MES,T-5002,Tower(T),C,FOUNDATION TAG NUMBERING NOT DONE,PL-02622,کیسون,پانچ|هولد کیسون
5000-02,MES,T-5002,Tower(T),C,Bolting lubricant is not done,PL-15694,کیسون,پانچ|هولد کیسون
5000-03,MES,T-5003,Tower(T),C,Bolting lubricant is not done,PL-15697,کیسون,پانچ|هولد کیسون
5000-03,MES,T-5003,Tower(T),C,FOUNDATION TAG NUMBERING NOT DONE,PL-02623,کیسون,پانچ|هولد کیسون
5000-03,MES,T-5003,Tower(T),C,SOME POINT NEED TOUCH UP,PL-02662,کیسون,پانچ|هولد کیسون
1000-03,MES,T-6001-2,Tower(T),C,SOME POINT NEED TOUCH UP,PL-02605,کیسون,پانچ|هولد کیسون
1000-03,MES,T-6001-2,Tower(T),C,SOME POINT NEED TOUCH UP,PL-24056,کیسون,پانچ|هولد کیسون
2000-02,IN,TCV-20101,Instrument(TCV),A,TUBE SHALL BE CURRECTLY INSTALL.,PL-61262,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,TCV-20101,Instrument(TCV),B,CLAMP SHALL BE DONE.,PL-61253,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,TCV-20101,Instrument(TCV),B,SUPPORT SHALL BE DONE.,PL-61244,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,TCV-20151,Instrument(TCV),B,SUPPORT SHALL BE DONE.,PL-61243,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,TCV-20151,Instrument(TCV),B,CLAMP SHALL BE DONE.,PL-61252,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,TCV-20151,Instrument(TCV),A,TUBE SHALL BE CURRECTLY INSTALL.,PL-61261,نیرو آرا اندیش,پانچ|هولد کیسون
2000-03,IN,TE-2001(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61726,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2001(NA),CABLE,B,S.S TAG SHALL BE INSTALL.,PL-61727,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,TE-20153(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-60648,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2039(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61561,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2039(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61537,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2044(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61509,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2044(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61575,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03-1,IN,TE-2044(TE),Instrument(TE),A,DEVICE IS DAMAGE,PL-61160,نیرو آرا اندیش,پانچ|هولد کیسون
2000-03,IN,TE-2046(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61546,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2046(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61524,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2050(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61500,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2050(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61582,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2050(TE),Instrument(TE),A,PACH IS NOT COMPLET FOR CAPILARY.,PL-57515,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2051(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61576,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2051(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61538,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,TE-2061(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-58222,نیرو آرا اندیش,پانچ|هولد مدارک
7000-01,IN,TE-2074(NA),CABLE,C,ARRANGEMENT AND CABLE SHOULD BE FIXED.,PL-43992,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,IN,TE-2091(NA),CABLE,C,CABLE ARRANGEMENT SHOULD BE DONE.,PL-46506,نیرو آرا اندیش,پانچ|هولد مدارک
3000-04,IN,TE-2150(NA),CABLE,B,ارنج کابل,PL-49585,نیرو آرا اندیش,پانچ|هولد مدارک
1000-01,IN,TE-2151(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-57622,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2155(TE),Instrument(TE),A,CALIBRATION SHALL BE DONE,PL-60499,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2226(TE),Instrument(TE),A,CALIBRATION SHALL BE DONE,PL-60497,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2227(TE),Instrument(TE),A,CALIBRATION SHALL BE DONE,PL-60494,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2228(TE),Instrument(TE),A,CALIBRATION SHALL BE DONE,PL-60500,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2229(TE),Instrument(TE),A,CALIBRATION SHALL BE DONE,PL-60493,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2234(TE),Instrument(TE),A,DEVICE IS DAMAGE,PL-61059,نیرو آرا اندیش,پانچ|هولد کیسون
2000-02,IN,TE-2254(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61799,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2255(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61810,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2256(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61809,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2257(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61808,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2258(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61802,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2259(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61807,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2260(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60985,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2260(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE,PL-61361,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2261(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE,PL-61348,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2261(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60993,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2262(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60983,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2262(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE,PL-61357,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2263(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE,PL-61350,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2263(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-61004,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2264(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-61005,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2264(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE,PL-61351,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2265(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61084,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,IN,TE-2268(NA),CABLE,C,ARRANGEMENT CABLE SHOULD BE DONE.,PL-30539,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2303(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61085,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2303(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61091,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2304(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61080,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2304(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61099,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2327(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61551,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2327(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61540,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2331(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61562,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,IN,TE-2331(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61525,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2352(NA),CABLE,C,CABLE ARRANGEMENT SHOULD BE DONE.,PL-46620,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2353(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59945,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2354(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-60637,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2359(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-60636,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2360A(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59970,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2360B(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59973,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2360C(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59980,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2402(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE,PL-59974,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,IN,TE-2418(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-44113,نیرو آرا اندیش,پانچ|هولد مدارک
4000-06,IN,TE-2455(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE,PL-61354,نیرو آرا اندیش,پانچ|هولد مدارک
4000-06,IN,TE-2455(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-61001,نیرو آرا اندیش,پانچ|هولد مدارک
4000-06,IN,TE-2457(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-42150,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,TE-2472(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-42153,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,IN,TE-2476(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-44576,نیرو آرا اندیش,پانچ|هولد مدارک
1000-02,IN,TE-2540(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-44208,نیرو آرا اندیش,پانچ|هولد مدارک
1000-02,IN,TE-2553(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-59494,نیرو آرا اندیش,پانچ|هولد مدارک
2000-06,IN,TE-2572(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-51561,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,TE-2607(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61943,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,TE-2607(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61998,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30141A(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61982,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30141A(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61934,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30161A(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61949,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30161B(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61946,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30161B(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-62000,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30162A(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61954,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30162A(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61986,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30162B(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61953,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30162B(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61983,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30163A(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61984,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30163A(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61955,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30163B(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61999,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30163B(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61944,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30165A(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61935,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30165A(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61992,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30165B(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61939,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30166AA(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61947,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30166BA(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61950,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30166BA(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61996,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30166CA(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-62002,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30166CA(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61936,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30167A(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61951,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30167B(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61945,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30169A(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61956,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30169B(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61994,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,IN,TE-30169B(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-61940,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,TE-3073(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-50508,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,TE-3077(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-50509,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,TE-3081(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-50506,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,TE-3084(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-51563,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,TE-3113(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-50512,نیرو آرا اندیش,پانچ|هولد مدارک
3000-02,IN,TE-3118(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-50516,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,TE-3119(NA),CABLE,B,CABLE ARRANGEMENT AND FIXED BY S.S SHALL BE DONE.,PL-49277,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,TE-3120(NA),CABLE,C,CABLE ARRANGENMENT SHOULD BE DONE.,PL-49384,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,TE-3121(NA),CABLE,B,CABLE ARRANGEMENT AND FIXED BY S.S SHALL BE DONE.,PL-49279,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,TE-3147(NA),CABLE,C,CABLE ARRANGE SHALL BE DONE.,PL-62026,نیرو آرا اندیش,پانچ|هولد مدارک
3000-03,IN,TE-3147(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-62031,نیرو آرا اندیش,پانچ|هولد مدارک
5000-03,IN,TE-5307(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE.,PL-61647,نیرو آرا اندیش,پانچ|هولد مدارک
5000-03,IN,TE-5307(NA),CABLE,C,WIRRING ARRANGEMENT SHALL BE DONE.,PL-61650,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,IN,TE-6001(NA),CABLE,C,CABLE ARRANGEMENT AND FIXED SHALL BE DONE.,PL-44109,نیرو آرا اندیش,پانچ|هولد مدارک
4000-03,IN,TE-6026(NA),CABLE,C,CABLE ARRANGEMENT SHALL BE DONE,PL-60987,نیرو آرا اندیش,پانچ|هولد مدارک
